account_id,snapshot_month,account_status,api_calls_latest,api_mom_pct,api_3m_pct,seat_utilization,credit_utilization,status_sort,recommended_action
ACC_0930,2026-08-01,Healthy,4339,0.057,-0.035,0.8,0.394,4,Monitor - no action required
ACC_0931,2026-08-01,Healthy,65210,0.191,0.656,0.739,0.376,4,Monitor - no action required
ACC_0932,2026-08-01,Low Adoption,123243,0.04,0.011,0.487,0.774,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0933,2026-08-01,Healthy,349732,0.221,0.72,0.518,0.677,4,Monitor - no action required
ACC_0934,2026-08-01,Healthy,22840,-0.041,-0.076,0.567,0.667,4,Monitor - no action required
ACC_0935,2026-08-01,Churn Risk,8990,-0.527,-0.875,0.068,0.062,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0936,2026-08-01,Healthy,31464,0.18,0.148,0.605,0.442,4,Monitor - no action required
ACC_0937,2026-08-01,Healthy,270368,0.168,1.044,0.529,0.294,4,Monitor - no action required
ACC_0938,2026-08-01,Healthy,85441,-0.204,-0.009,0.559,0.702,4,Monitor - no action required
ACC_0939,2026-08-01,Healthy,321729,0.212,0.882,0.568,0.623,4,Monitor - no action required
ACC_0940,2026-08-01,Healthy,26246,-0.032,-0.07,0.537,0.506,4,Monitor - no action required
ACC_0941,2026-08-01,Expansion Opportunity,74185,0.067,0.534,0.551,1.176,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0942,2026-08-01,Healthy,224016,0.211,0.131,0.512,0.454,4,Monitor - no action required
ACC_0943,2026-08-01,Healthy,6437,0.065,0.085,0.588,0.671,4,Monitor - no action required
ACC_0944,2026-08-01,Churn Risk,406,-0.563,-0.89,0.091,0.129,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0945,2026-08-01,Churn Risk,4743,-0.467,-0.874,0.084,0.071,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0946,2026-08-01,Expansion Opportunity,203274,0.299,0.509,1.0,0.663,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0947,2026-08-01,Expansion Opportunity,177096,0.226,0.753,0.55,1.121,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0948,2026-08-01,Healthy,5348,-0.129,0.037,0.591,0.471,4,Monitor - no action required
ACC_0949,2026-08-01,Churn Risk,14168,-0.55,-0.882,0.07,0.053,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0950,2026-08-01,Expansion Opportunity,12065,0.132,0.564,1.0,0.736,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0951,2026-08-01,Healthy,13026,-0.074,-0.071,0.598,0.599,4,Monitor - no action required
ACC_0952,2026-08-01,Churn Risk,428,-0.505,-0.873,0.1,0.056,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0953,2026-08-01,Healthy,2996,0.181,0.159,0.667,0.505,4,Monitor - no action required
ACC_0954,2026-08-01,Healthy,8551,0.23,0.138,0.889,1.1,4,Monitor - no action required
ACC_0955,2026-08-01,Healthy,9428,0.156,0.16,0.667,0.486,4,Monitor - no action required
ACC_0956,2026-08-01,Healthy,4619,0.054,-0.07,0.5,0.498,4,Monitor - no action required
ACC_0957,2026-08-01,Churn Risk,3474,-0.439,-0.884,0.092,0.071,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0958,2026-08-01,Expansion Opportunity,25975,0.087,0.469,0.766,1.176,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0959,2026-08-01,Expansion Opportunity,7821,0.093,0.3,1.0,0.746,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0960,2026-08-01,Healthy,4790,0.08,0.078,0.538,0.831,4,Monitor - no action required
ACC_0961,2026-08-01,Churn Risk,18104,-0.489,-0.839,0.086,0.06,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0962,2026-08-01,Low Adoption,79589,-0.181,0.001,0.486,0.876,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0963,2026-08-01,Churn Risk,4138,-0.55,-0.874,0.046,0.057,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0964,2026-08-01,Expansion Opportunity,7877,0.23,0.582,0.636,1.176,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0965,2026-08-01,Healthy,9028,-0.144,-0.083,0.692,0.883,4,Monitor - no action required
ACC_0966,2026-08-01,Healthy,241736,-0.158,0.002,0.528,0.497,4,Monitor - no action required
ACC_0967,2026-08-01,Healthy,7269,-0.146,0.027,0.6,0.377,4,Monitor - no action required
ACC_0968,2026-08-01,Healthy,6621,0.17,-0.007,0.5,0.523,4,Monitor - no action required
ACC_0969,2026-08-01,Healthy,45395,-0.005,0.079,0.523,1.176,4,Monitor - no action required
ACC_0970,2026-08-01,Healthy,4364,-0.048,-0.218,0.615,0.765,4,Monitor - no action required
ACC_0971,2026-08-01,Healthy,3274,-0.116,-0.03,0.571,0.531,4,Monitor - no action required
ACC_0972,2026-08-01,Healthy,45459,0.068,0.479,0.654,0.576,4,Monitor - no action required
ACC_0973,2026-08-01,Healthy,322828,0.32,0.891,0.73,0.681,4,Monitor - no action required
ACC_0974,2026-08-01,Healthy,8771,0.14,-0.009,0.627,1.098,4,Monitor - no action required
ACC_0975,2026-08-01,Healthy,5306,0.003,0.129,0.5,0.345,4,Monitor - no action required
ACC_0976,2026-08-01,Healthy,7875,0.012,0.178,0.75,0.573,4,Monitor - no action required
ACC_0977,2026-08-01,Healthy,127597,-0.117,-0.168,0.831,0.816,4,Monitor - no action required
ACC_0978,2026-08-01,Low Adoption,25499,0.016,-0.074,0.385,0.408,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0979,2026-08-01,Healthy,4352,0.112,-0.011,0.5,1.136,4,Monitor - no action required
ACC_0980,2026-08-01,Healthy,279622,0.176,0.085,0.57,0.952,4,Monitor - no action required
ACC_0981,2026-08-01,Churn Risk,251,-0.424,-0.854,0.2,0.056,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0982,2026-08-01,Healthy,93364,-0.134,-0.097,0.537,0.363,4,Monitor - no action required
ACC_0983,2026-08-01,Low Adoption,197404,0.07,-0.024,0.484,0.405,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0984,2026-08-01,Churn Risk,2994,-0.481,-0.858,0.078,0.115,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0985,2026-08-01,Healthy,31290,-0.06,-0.155,0.536,0.359,4,Monitor - no action required
ACC_0986,2026-08-01,Churn Risk,4522,-0.488,-0.842,0.063,0.073,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0987,2026-08-01,Low Adoption,5973,0.288,0.708,0.444,0.488,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0988,2026-08-01,Low Adoption,186057,0.286,0.27,0.424,0.625,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0989,2026-08-01,Healthy,6715,0.254,0.025,0.9,0.501,4,Monitor - no action required
ACC_0990,2026-08-01,Healthy,250411,0.191,0.788,0.518,0.527,4,Monitor - no action required
ACC_0991,2026-08-01,Healthy,5297,0.08,-0.051,0.667,0.506,4,Monitor - no action required
ACC_0992,2026-08-01,Healthy,29124,0.159,0.662,0.656,0.654,4,Monitor - no action required
ACC_0993,2026-08-01,Low Adoption,366994,0.124,0.25,0.456,0.501,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0994,2026-08-01,Churn Risk,26899,-0.517,-0.88,0.085,0.043,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0995,2026-08-01,Healthy,662746,0.102,0.716,0.609,0.51,4,Monitor - no action required
ACC_0996,2026-08-01,Healthy,29267,0.056,-0.031,0.655,0.419,4,Monitor - no action required
ACC_0997,2026-08-01,Healthy,195492,0.215,0.201,0.54,0.55,4,Monitor - no action required
ACC_0998,2026-08-01,Expansion Opportunity,137615,0.175,0.852,0.805,0.387,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0999,2026-08-01,Healthy,503307,0.314,0.751,0.578,0.774,4,Monitor - no action required
ACC_1000,2026-08-01,Healthy,20957,0.129,0.247,0.867,0.41,4,Monitor - no action required
